group_id,rank,candidate_count,rr,split,size_class,weak_signal_score,weight,top1,top3,top5,top10,baseline_rank,rank_gain_vs_baseline
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t041,1,24,1.0,train,8x10,0.6029365982605097,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t046,1,24,1.0,train,8x10,0.5143967877180453,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t049,1,24,1.0,train,8x10,0.5453930524350109,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t052,1,24,1.0,train,8x10,0.5563980249281103,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t054,1,24,1.0,train,8x10,0.5453930524350109,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t057,1,24,1.0,train,8x10,0.5477009052302058,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t061,1,24,1.0,train,8x10,0.6029365982605097,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t065,1,24,1.0,train,8x10,0.5455066389413898,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t070,1,24,1.0,train,8x10,0.554474473697113,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t074,1,24,1.0,train,8x10,0.5432260634410707,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t079,1,24,1.0,train,8x10,0.5453930524350109,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r30::m000::t080,1,24,1.0,train,8x10,0.5563980249281103,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t004,1,40,1.0,train,8x10,0.6734961600745191,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t008,1,40,1.0,train,8x10,0.7587758113863303,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t009,1,40,1.0,train,8x10,0.6921609253120411,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t010,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t013,1,40,1.0,train,8x10,0.6834363828988449,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t014,1,40,1.0,train,8x10,0.6734961600745191,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t016,1,40,1.0,train,8x10,0.8435423789214659,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t017,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t019,1,40,1.0,train,8x10,0.6921609253120411,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t025,1,40,1.0,train,8x10,0.6557920965854458,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t027,1,40,1.0,train,8x10,0.6968054070297346,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t028,1,40,1.0,train,8x10,0.7587758113863303,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t030,2,40,0.5,train,8x10,0.6877059462928206,0.0,0,1,1,1,2,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t031,1,40,1.0,train,8x10,0.6402366576552099,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t033,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t036,1,40,1.0,train,8x10,0.8435423789214659,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t039,1,40,1.0,train,8x10,0.6921609253120411,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t042,1,40,1.0,train,8x10,0.6168028605661013,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t043,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t044,1,40,1.0,train,8x10,0.6734961600745191,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t045,1,40,1.0,train,8x10,0.647055972466,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t048,1,40,1.0,train,8x10,0.7587758113863303,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t049,1,40,1.0,train,8x10,0.6921609253120411,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t051,1,40,1.0,train,8x10,0.6402366576552099,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t052,1,40,1.0,train,8x10,0.6168028605661013,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t053,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t056,1,40,1.0,train,8x10,0.8384421961674309,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t057,1,40,1.0,train,8x10,0.6968054070297346,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t059,1,40,1.0,train,8x10,0.7010590043857832,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t060,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t065,1,40,1.0,train,8x10,0.647055972466,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t067,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t068,1,40,1.0,train,8x10,0.7587758113863303,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t070,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t073,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t074,1,40,1.0,train,8x10,0.6734961600745191,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t075,1,40,1.0,train,8x10,0.6557920965854458,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t077,1,40,1.0,train,8x10,0.6968054070297346,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t079,1,40,1.0,train,8x10,0.6921609253120411,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::002::r50::m000::t080,1,40,1.0,train,8x10,0.6877059462928206,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t003,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t004,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t009,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t014,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t016,1,24,1.0,train,8x10,0.1758037509555594,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t018,2,24,0.5,train,8x10,0.1758037509555594,0.0,0,1,1,1,2,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t020,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t034,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t035,3,24,0.3333333333333333,train,8x10,0.15356322526114932,0.0,0,1,1,1,3,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t039,4,24,0.25,train,8x10,0.1684820158079237,0.0,0,0,1,1,4,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t041,1,24,1.0,train,8x10,0.21440201061747866,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t045,1,24,1.0,train,8x10,0.15356322526114932,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t047,1,24,1.0,train,8x10,0.2366425363118888,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t053,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t060,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t061,1,24,1.0,train,8x10,0.21440201061747866,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t063,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t069,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t070,3,24,0.3333333333333333,train,8x10,0.1684820158079237,0.0,0,1,1,1,3,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t072,1,24,1.0,train,8x10,0.23424452838117008,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t073,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t074,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t079,2,24,0.5,train,8x10,0.1684820158079237,0.0,0,1,1,1,2,0
synth::刮刮卡製作 1:80刮:2:1::003::r30::m000::t080,1,24,1.0,train,8x10,0.1684820158079237,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t001,1,40,1.0,train,8x10,0.3635308173843566,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t004,1,40,1.0,train,8x10,0.39118830443555574,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t005,1,40,1.0,train,8x10,0.3721012771489622,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t006,1,40,1.0,train,8x10,0.3578914909306613,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t007,1,40,1.0,train,8x10,0.377740603602658,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t010,1,40,1.0,train,8x10,0.3761595620316488,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t013,1,40,1.0,train,8x10,0.329235067541733,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t015,1,40,1.0,train,8x10,0.3721012771489622,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t016,1,40,1.0,train,8x10,0.3578914909306613,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t017,1,40,1.0,train,8x10,0.377740603602658,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t022,2,40,0.5,train,8x10,0.35544851373416353,0.0,0,1,1,1,2,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t023,1,40,1.0,train,8x10,0.329235067541733,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t024,1,40,1.0,train,8x10,0.39118830443555574,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t025,1,40,1.0,train,8x10,0.3721012771489622,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t028,1,40,1.0,train,8x10,0.3664369449169588,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t029,1,40,1.0,train,8x10,0.46935890503523653,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t030,1,40,1.0,train,8x10,0.3635308173843566,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t032,2,40,0.5,train,8x10,0.35544851373416353,0.0,0,1,1,1,2,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t035,1,40,1.0,train,8x10,0.3721012771489622,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t036,1,40,1.0,train,8x10,0.3578914909306613,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t037,1,40,1.0,train,8x10,0.377740603602658,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t039,3,40,0.3333333333333333,train,8x10,0.46935890503523653,0.0,0,1,1,1,3,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t040,1,40,1.0,train,8x10,0.3635308173843566,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t041,1,40,1.0,train,8x10,0.3635308173843566,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t043,1,40,1.0,train,8x10,0.329235067541733,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t047,1,40,1.0,train,8x10,0.3714534814405883,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t049,6,40,0.16666666666666666,train,8x10,0.4648231498782224,0.0,0,0,0,1,6,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t052,6,40,0.16666666666666666,train,8x10,0.35544851373416353,0.0,0,0,0,1,6,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t053,1,40,1.0,train,8x10,0.329235067541733,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t057,2,40,0.5,train,8x10,0.377740603602658,0.0,0,1,1,1,2,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t058,1,40,1.0,train,8x10,0.3664369449169588,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t059,1,40,1.0,train,8x10,0.46935890503523653,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t060,1,40,1.0,train,8x10,0.3635308173843566,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t061,1,40,1.0,train,8x10,0.3635308173843566,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t064,1,40,1.0,train,8x10,0.38490118227348613,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t066,1,40,1.0,train,8x10,0.3563091695491616,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t068,1,40,1.0,train,8x10,0.3664369449169588,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t071,1,40,1.0,train,8x10,0.3635308173843566,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t072,1,40,1.0,train,8x10,0.35544851373416353,0.0,1,1,1,1,1,0
synth::刮刮卡製作 1:80刮:2:1::003::r50::m000::t075,1,40,1.0,train,8x10,0.3721012771489622,0.0,1,1,1,1,1,0
